Part           	Vertex         	Longitude (dd) 	Latitude (dd)  	Z (Meters)     
1              	1031           	173.0852490°E  	43.8083230°S   	0              
1              	1032           	173.0882521°E  	43.8086892°S   	0              
1              	1033           	173.0906451°E  	43.8094613°S   	0              
1              	1034           	173.0941075°E  	43.8106010°S   	0              
1              	1035           	173.0996076°E  	43.8128444°S   	0              
1              	1036           	173.1109419°E  	43.8121376°S   	0              
1              	1037           	173.1120810°E  	43.8232936°S   	0              
1              	1038           	173.0988194°E  	43.8449900°S   	0              
1              	1039           	173.0811810°E  	43.8559809°S   	0              
1              	1040           	173.0720998°E  	43.8524779°S   	0              
1              	1041           	173.0636333°E  	43.8415059°S   	0              
1              	1042           	173.0580350°E  	43.8371001°S   	0              
1              	1043           	173.0566661°E  	43.8354812°S   	0              
1              	1044           	173.0547996°E  	43.8333227°S   	0              
1              	1045           	173.0528093°E  	43.8314341°S   	0              
1              	1046           	173.0510686°E  	43.8307151°S   	0              
1              	1047           	173.0489548°E  	43.8296363°S   	0              
1              	1048           	173.0469652°E  	43.8284675°S   	0              
1              	1049           	173.0449750°E  	43.8262189°S   	0              
1              	1050           	173.0431103°E  	43.8255898°S   	0              
1              	1051           	173.0417421°E  	43.8238807°S   	0              
1              	1052           	173.0397528°E  	43.8226218°S   	0              
1              	1053           	173.0373916°E  	43.8226226°S   	0              
1              	1054           	173.0367711°E  	43.8239724°S   	0              
1              	1055           	173.0392577°E  	43.8255912°S   	0              
1              	1056           	173.0405016°E  	43.8273003°S   	0              
1              	1057           	173.0433617°E  	43.8295486°S   	0              
1              	1058           	173.0465947°E  	43.8314368°S   	0              
1              	1059           	173.0494557°E  	43.8342249°S   	0              
1              	1060           	173.0553014°E  	43.8382711°S   	0              
1              	1061           	173.0608979°E  	43.8409676°S   	0              
1              	1062           	173.0647583°E  	43.8472637°S   	0              
1              	1063           	173.0648943°E  	43.8579707°S   	0              
1              	1064           	173.0060821°E  	43.8940690°S   	0              
1              	1065           	172.9675139°E  	43.8894758°S   	0              
1              	1066           	172.9462559°E  	43.8711129°S   	0              
1              	1067           	172.9340804°E  	43.8592298°S   	0              
1              	1068           	172.9314859°E  	43.8444723°S   	0              
1              	1069           	172.9371021°E  	43.8236911°S   	0              
1              	1070           	172.9531443°E  	43.8100224°S   	0              
1              	1071           	172.9582375°E  	43.8112841°S   	0              
1              	1072           	172.9620887°E  	43.8121852°S   	0              
1              	1073           	172.9645744°E  	43.8110163°S   	0              
1              	1074           	172.9655695°E  	43.8091271°S   	0              
1              	1075           	172.9678061°E  	43.8087679°S   	0              
1              	1076           	172.9720304°E  	43.8087690°S   	0              
1              	1077           	172.9748885°E  	43.8077799°S   	0              
1              	1078           	172.9714104°E  	43.8062495°S   	0              
1              	1079           	172.9697962°E  	43.8044495°S   	0              
1              	1080           	172.9706667°E  	43.8026502°S   	0              
1              	1081           	172.9738972°E  	43.8016613°S   	0              
1              	1082           	172.9782451°E  	43.8020221°S   	0              
1              	1083           	172.9802330°E  	43.8013026°S   	0              
1              	1084           	172.9779976°E  	43.7995027°S   	0              
1              	1085           	172.9746435°E  	43.7994120°S   	0              
1              	1086           	172.9688048°E  	43.7995906°S   	0              
1              	1087           	172.9601080°E  	43.8012074°S   	0              
1              	1088           	172.9484289°E  	43.8030023°S   	0              
1              	1089           	172.9375045°E  	43.7953488°S   	0              
1              	1090           	172.9388817°E  	43.7847324°S   	0              
1              	1091           	172.9639690°E  	43.7846530°S   	0              
1              	1092           	172.9675710°E  	43.7840243°S   	0              
1              	1093           	172.9708004°E  	43.7833053°S   	0              
1              	1094           	172.9739048°E  	43.7841159°S   	0              
1              	1095           	172.9775062°E  	43.7848365°S   	0              
1              	1096           	172.9807349°E  	43.7859168°S   	0              
1              	1097           	172.9824731°E  	43.7878965°S   	0              
1              	1098           	172.9845845°E  	43.7878968°S   	0              
1              	1099           	172.9849576°E  	43.7860074°S   	0              
1              	1100           	172.9843371°E  	43.7840278°S   	0              
1              	1101           	172.9817294°E  	43.7826778°S   	0              
1              	1102           	172.9780042°E  	43.7813275°S   	0              
1              	1103           	172.9745274°E  	43.7802470°S   	0              
1              	1104           	172.9719203°E  	43.7787168°S   	0              
1              	1105           	172.9693124°E  	43.7788061°S   	0              
1              	1106           	172.9665794°E  	43.7806049°S   	0              
1              	1107           	172.9547822°E  	43.7799710°S   	0              
1              	1108           	172.9489528°E  	43.7713308°S   	0              
1              	1109           	172.9591376°E  	43.7668360°S   	0              
1              	1110           	172.9634841°E  	43.7652179°S   	0              
1              	1111           	172.9655958°E  	43.7632391°S   	0              
1              	1112           	172.9675832°E  	43.7614401°S   	0              
1              	1113           	172.9685772°E  	43.7598208°S   	0              
1              	1114           	172.9713085°E  	43.7595516°S   	0              
1              	1115           	172.9736678°E  	43.7582925°S   	0              
1              	1116           	172.9701924°E  	43.7571219°S   	0              
1              	1117           	172.9641085°E  	43.7590997°S   	0              
1              	1118           	172.9587683°E  	43.7621571°S   	0              
1              	1119           	172.9516894°E  	43.7653035°S   	0              
1              	1120           	172.9417568°E  	43.7654788°S   	0              
1              	1121           	172.9381615°E  	43.7604382°S   	0              
1              	1122           	172.9430074°E  	43.7560319°S   	0              
1              	1123           	172.9447460°E  	43.7552229°S   	0              
1              	1124           	172.9454922°E  	43.7536937°S   	0              
1              	1125           	172.9462387°E  	43.7517145°S   	0              
1              	1126           	172.9477292°E  	43.7506355°S   	0              
1              	1127           	172.9458677°E  	43.7502747°S   	0              
1              	1128           	172.9412733°E  	43.7520720°S   	0              
1              	1129           	172.9385413°E  	43.7532403°S   	0              
1              	1130           	172.9356876°E  	43.7520690°S   	0              
1              	1131           	172.9340754°E  	43.7508084°S   	0              
1              	1132           	172.9330852°E  	43.7482885°S   	0              
1              	1133           	172.9330881°E  	43.7456791°S   	0              
1              	1134           	172.9330914°E  	43.7427099°S   	0              
1              	1135           	172.9350798°E  	43.7401917°S   	0              
1              	1136           	172.9345853°E  	43.7384818°S   	0              
1              	1137           	172.9318539°E  	43.7395600°S   	0              
1              	1138           	172.9302386°E  	43.7412685°S   	0              
1              	1139           	172.9292433°E  	43.7433374°S   	0              
1              	1140           	172.9291162°E  	43.7458567°S   	0              
1              	1141           	172.9276251°E  	43.7472954°S   	0              
1              	1142           	172.9272510°E  	43.7487348°S   	0              
1              	1143           	172.9288614°E  	43.7514351°S   	0              
1              	1144           	172.9297238°E  	43.7569243°S   	0              
1              	1145           	172.9326925°E  	43.7663736°S   	0              
1              	1146           	172.9310683°E  	43.7752804°S   	0              
1              	1147           	172.9283317°E  	43.7792376°S   	0              
1              	1148           	172.9216307°E  	43.7754542°S   	0              
1              	1149           	172.9225109°E  	43.7669970°S   	0              
1              	1150           	172.9233868°E  	43.7616890°S   	0              
1              	1151           	172.9215273°E  	43.7596182°S   	0              
1              	1152           	172.9195423°E  	43.7586271°S   	0              
1              	1153           	172.9163152°E  	43.7582649°S   	0              
1              	1154           	172.9139572°E  	43.7578132°S   	0              
1              	1155           	172.9107296°E  	43.7578108°S   	0              
1              	1156           	172.9081228°E  	43.7577187°S   	0              
1              	1157           	172.9048969°E  	43.7566364°S   	0              
1              	1158           	172.9016702°E  	43.7560938°S   	0              
1              	1159           	172.8984464°E  	43.7539315°S   	0              
1              	1160           	172.8972046°E  	43.7542003°S   	0              
1              	1161           	172.8976968°E  	43.7567201°S   	0              
1              	1162           	172.8996800°E  	43.7585214°S   	0              
1              	1163           	172.9040240°E  	43.7590650°S   	0              
1              	1164           	172.9096088°E  	43.7601493°S   	0              
1              	1165           	172.9105980°E  	43.7627594°S   	0              
1              	1166           	172.9136974°E  	43.7658210°S   	0              
1              	1167           	172.9158050°E  	43.7679820°S   	0              
1              	1168           	172.9136891°E  	43.7715795°S   	0              
1              	1169           	172.9136864°E  	43.7734690°S   	0              
1              	1170           	172.9082158°E  	43.7780536°S   	0              
1              	1171           	172.9053615°E  	43.7768815°S   	0              
1              	1172           	172.9020097°E  	43.7762489°S   	0              
1              	1173           	172.8990287°E  	43.7766962°S   	0              
1              	1174           	172.8969163°E  	43.7775041°S   	0              
1              	1175           	172.8974117°E  	43.7783143°S   	0              
1              	1176           	172.9002681°E  	43.7781369°S   	0              
1              	1177           	172.9020047°E  	43.7793081°S   	0              
1              	1178           	172.9027475°E  	43.7807483°S   	0              
1              	1179           	172.9047346°E  	43.7806600°S   	0              
1              	1180           	172.9068437°E  	43.7820114°S   	0              
1              	1181           	172.9084569°E  	43.7828225°S   	0              
1              	1182           	172.9109426°E  	43.7815648°S   	0              
1              	1183           	172.9166643°E  	43.7806581°S   	0              
1              	1184           	172.9263613°E  	43.7847418°S   	0              
1              	1185           	172.9308135°E  	43.7943046°S   	0              
1              	1186           	172.9131149°E  	43.8197389°S   	0              
1              	1187           	172.9187005°E  	43.8530622°S   	0              
1              	1188           	172.9437389°E  	43.8776799°S   	0              
1              	1189           	172.9534430°E  	43.8952575°S   	0              
1              	1190           	172.9367134°E  	43.9048093°S   	0              
1              	1191           	172.8999478°E  	43.9142022°S   	0              
1              	1192           	172.8264617°E  	43.9055385°S   	0              
1              	1193           	172.8127495°E  	43.8757127°S   	0              
1              	1194           	172.8205416°E  	43.8696800°S   	0              
1              	1195           	172.8250338°E  	43.8619547°S   	0              
1              	1196           	172.8285538°E  	43.8540872°S   	0              
1              	1197           	172.8328585°E  	43.8431278°S   	0              
1              	1198           	172.8369564°E  	43.8362450°S   	0              
1              	1199           	172.8357949°E  	43.8348374°S   	0              
1              	1200           	172.8307342°E  	43.8387665°S   	0              
1              	1201           	172.8258527°E  	43.8476161°S   	0              
1              	1202           	172.8209656°E  	43.8578714°S   	0              
1              	1203           	172.8217356°E  	43.8602626°S   	0              
1              	1204           	172.8112023°E  	43.8733202°S   	0              
1              	1205           	172.7708157°E  	43.8638271°S   	0              
1              	1206           	172.7645109°E  	43.8517943°S   	0              
1               1207            172.7289463°E   43.8561707°S    0
